person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_int_rate
27,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10250,0,0.16,false,5,8.59
27,57996,MORTGAGE,1.0,MEDICAL,A,4800,0,0.08,false,9,8.59
27,78500,RENT,6.0,VENTURE,A,8000,0,0.1,false,5,8.59
27,78000,MORTGAGE,1.0,VENTURE,A,5125,0,0.07,false,8,8.59
27,78500,RENT,6.0,EDUCATION,A,8000,0,0.1,false,8,8.59
27,150000,OWN,0.0,EDUCATION,A,10000,0,0.07,false,9,8.59
27,103000,RENT,9.0,HOMEIMPROVEMENT,A,10000,0,0.1,false,10,8.59
27,41000,MORTGAGE,3.0,PERSONAL,A,10000,0,0.24,false,8,8.59
27,35000,RENT,1.0,VENTURE,A,3500,0,0.1,false,6,8.59
27,40000,OWN,3.0,PERSONAL,A,5000,0,0.13,false,7,8.59
27,48000,RENT,7.0,EDUCATION,A,9800,0,0.2,false,5,8.59
27,66000,MORTGAGE,0.0,EDUCATION,A,9250,0,0.14,false,9,8.59
27,150000,OWN,0.0,EDUCATION,A,10000,0,0.07,false,6,8.59
27,130000,MORTGAGE,12.0,PERSONAL,A,5000,0,0.04,false,5,8.63
27,60000,MORTGAGE,0.0,PERSONAL,A,10000,0,0.17,false,5,8.63
27,113800,MORTGAGE,3.0,MEDICAL,A,7500,0,0.07,false,10,8.63
27,63000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,4500,0,0.07,false,7,8.88
27,98000,MORTGAGE,11.0,VENTURE,B,17000,0,0.17,false,9,8.88
27,96000,RENT,0.0,DEBTCONSOLIDATION,B,4375,0,0.05,false,7,8.88
27,90000,RENT,11.0,HOMEIMPROVEMENT,B,16000,0,0.18,false,9,8.88
27,33600,OWN,1.0,PERSONAL,B,21250,0,0.63,false,6,8.88
27,56400,RENT,1.0,VENTURE,B,9700,0,0.17,false,10,8.88
27,55000,RENT,11.0,DEBTCONSOLIDATION,B,13000,0,0.24,false,6,8.88
27,98000,MORTGAGE,11.0,PERSONAL,B,17000,0,0.17,false,5,8.88
27,50400,MORTGAGE,,EDUCATION,B,3600,0,0.07,false,10,8.88
27,90000,RENT,11.0,PERSONAL,B,16000,0,0.18,false,9,8.88
27,44000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,24000,1,0.55,false,9,8.88
27,93000,RENT,11.0,HOMEIMPROVEMENT,A,12000,0,0.13,false,8,8.9
27,72000,RENT,6.0,VENTURE,A,20000,0,0.28,false,5,8.9
27,144000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,11000,0,0.08,false,6,8.9
27,25000,RENT,0.0,MEDICAL,A,7000,0,0.28,false,10,8.9
27,24000,OWN,1.0,PERSONAL,A,6000,0,0.25,false,10,8.9
27,51600,MORTGAGE,12.0,MEDICAL,A,6000,0,0.12,false,9,8.9
27,45600,MORTGAGE,6.0,VENTURE,A,15350,0,0.34,false,10,8.9
27,90000,MORTGAGE,6.0,MEDICAL,A,24400,0,0.27,false,10,8.9
27,88000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5000,1,0.06,false,9,8.9
27,75000,MORTGAGE,0.0,PERSONAL,A,7500,0,0.1,false,10,8.9
27,50000,MORTGAGE,7.0,MEDICAL,A,9500,0,0.19,false,8,8.9
27,60000,RENT,4.0,HOMEIMPROVEMENT,A,7200,0,0.12,false,7,8.9
27,23000,RENT,4.0,MEDICAL,A,6000,0,0.26,false,6,8.9
27,72000,MORTGAGE,2.0,MEDICAL,A,21100,0,0.29,false,8,8.9
27,34000,RENT,3.0,MEDICAL,A,6000,0,0.18,false,9,8.9
27,52000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,0,0.15,false,10,8.9
27,19200,OWN,3.0,PERSONAL,A,8000,1,0.42,false,8,8.9
27,90000,MORTGAGE,11.0,PERSONAL,A,10000,0,0.11,false,7,8.94
27,82500,MORTGAGE,3.0,PERSONAL,A,11100,0,0.13,false,5,8.94
27,35088,MORTGAGE,7.0,VENTURE,A,12000,0,0.34,false,8,8.94
27,113004,MORTGAGE,11.0,VENTURE,A,15000,0,0.13,false,8,8.94
27,75670,MORTGAGE,0.0,MEDICAL,A,10000,0,0.13,false,10,8.94
27,37000,RENT,6.0,MEDICAL,A,9000,0,0.24,false,7,8.94
27,26000,MORTGAGE,11.0,MEDICAL,A,5000,0,0.19,false,9,8.94
27,60000,RENT,6.0,PERSONAL,A,6000,0,0.1,false,9,8.94
27,43200,RENT,0.0,VENTURE,A,12000,0,0.28,false,5,8.94
27,30000,RENT,4.0,PERSONAL,A,8650,0,0.29,false,6,8.94
27,45000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,16750,0,0.37,false,7,8.94
27,45000,RENT,11.0,DEBTCONSOLIDATION,A,13000,0,0.29,false,6,8.94
27,72000,OWN,10.0,VENTURE,A,10000,0,0.14,false,6,8.94
27,50400,MORTGAGE,7.0,MEDICAL,A,11000,0,0.22,false,5,8.94
27,60000,MORTGAGE,5.0,MEDICAL,A,6000,0,0.1,false,10,8.94
27,42000,RENT,2.0,EDUCATION,A,3000,0,0.07,false,5,8.94
27,45000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,0,0.27,false,6,8.94
27,78000,OWN,2.0,PERSONAL,A,15000,0,0.19,false,7,8.94
27,82500,MORTGAGE,3.0,DEBTCONSOLIDATION,A,11100,0,0.13,false,7,8.94
27,32000,MORTGAGE,0.0,VENTURE,A,9850,0,0.31,false,5,8.94
27,71000,RENT,11.0,EDUCATION,B,15000,0,0.21,false,6,9.01
27,45000,RENT,1.0,MEDICAL,B,10000,0,0.22,false,10,9.2
27,45000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,5000,0,0.11,false,10,9.25
27,97000,MORTGAGE,11.0,PERSONAL,B,3600,0,0.04,false,7,9.25
27,20000,RENT,2.0,MEDICAL,B,3600,0,0.18,false,7,9.25
27,64200,RENT,2.0,PERSONAL,B,4000,0,0.06,false,5,9.25
27,72000,RENT,4.0,HOMEIMPROVEMENT,B,20000,0,0.28,false,10,9.25
27,72000,MORTGAGE,2.0,EDUCATION,B,2600,0,0.04,false,7,9.25
27,60000,RENT,0.0,DEBTCONSOLIDATION,B,6000,0,0.1,false,9,9.25
27,33975,MORTGAGE,,DEBTCONSOLIDATION,B,10000,0,0.29,false,7,9.25
27,125000,RENT,3.0,DEBTCONSOLIDATION,B,20000,0,0.16,false,8,9.25
27,103000,RENT,2.0,VENTURE,A,5000,0,0.05,false,7,9.32
27,48996,RENT,2.0,DEBTCONSOLIDATION,A,4000,0,0.08,false,9,9.32
27,35000,RENT,2.0,MEDICAL,A,6000,0,0.17,false,10,9.32
27,41000,RENT,2.0,MEDICAL,A,6000,0,0.15,false,7,9.32
27,46000,MORTGAGE,11.0,EDUCATION,A,8725,1,0.19,false,9,9.32
27,58000,RENT,5.0,HOMEIMPROVEMENT,A,5900,0,0.1,false,6,9.32
27,40000,OWN,11.0,EDUCATION,A,6400,0,0.16,false,6,9.32
27,40000,OWN,11.0,PERSONAL,A,6400,0,0.16,false,9,9.32
27,60000,RENT,0.0,PERSONAL,A,3500,0,0.06,false,7,9.32
27,75852,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000,0,0.05,false,9,9.32
27,58000,RENT,5.0,DEBTCONSOLIDATION,A,5900,0,0.1,false,7,9.32
27,46000,RENT,1.0,VENTURE,A,10000,0,0.22,false,7,9.32
27,56004,MORTGAGE,4.0,PERSONAL,A,3100,0,0.06,false,7,9.32
27,50000,MORTGAGE,5.0,VENTURE,A,12000,0,0.24,false,8,9.32
27,75000,MORTGAGE,0.0,EDUCATION,A,4200,0,0.06,false,8,9.32
27,62000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3275,0,0.05,false,8,9.33
27,60000,OWN,4.0,MEDICAL,B,10425,0,0.17,false,8,9.45
27,54000,RENT,2.0,MEDICAL,B,12100,0,0.22,false,6,9.45
27,130000,MORTGAGE,11.0,EDUCATION,B,11000,0,0.08,false,5,9.62
27,25000,RENT,2.0,PERSONAL,B,5000,0,0.2,false,7,9.62
27,48000,RENT,7.0,PERSONAL,B,4000,0,0.08,false,10,9.62
27,55000,MORTGAGE,2.0,MEDICAL,B,9600,0,0.17,false,9,9.62
27,78000,MORTGAGE,2.0,MEDICAL,B,7000,0,0.09,false,6,9.62
27,40000,MORTGAGE,4.0,EDUCATION,A,3500,0,0.09,false,9,9.63
27,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2500,0,0.07,false,7,9.63
27,75000,RENT,9.0,EDUCATION,B,10000,0,0.13,false,9,9.63
27,150000,MORTGAGE,11.0,PERSONAL,A,9000,0,0.06,false,10,9.63
27,87000,MORTGAGE,2.0,VENTURE,A,7200,0,0.08,false,6,9.63
27,75000,RENT,2.0,VENTURE,A,14000,0,0.19,false,7,9.63
27,102000,MORTGAGE,6.0,VENTURE,A,10000,0,0.1,false,9,9.63
27,60000,MORTGAGE,8.0,PERSONAL,B,5000,0,0.08,false,6,9.63
27,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10050,0,0.18,false,8,9.63
27,80000,MORTGAGE,0.0,PERSONAL,B,8000,0,0.1,false,6,9.63
27,75000,RENT,2.0,EDUCATION,A,14000,0,0.19,false,5,9.63
27,107000,MORTGAGE,11.0,VENTURE,B,35000,0,0.33,false,7,9.63
27,73004,RENT,5.0,EDUCATION,A,9000,1,0.12,false,7,9.63
27,39996,RENT,4.0,VENTURE,A,6500,0,0.16,false,7,9.63
27,71738,MORTGAGE,4.0,EDUCATION,B,11500,0,0.16,false,9,9.63
27,129996,MORTGAGE,11.0,PERSONAL,A,4800,0,0.04,false,9,9.63
27,63000,OTHER,2.0,DEBTCONSOLIDATION,A,4500,0,0.07,false,8,9.63
27,31200,RENT,0.0,MEDICAL,A,6000,0,0.19,false,8,9.63
27,27000,RENT,2.0,MEDICAL,B,9750,1,0.36,false,6,9.63
27,69996,RENT,12.0,PERSONAL,A,5000,0,0.07,false,5,9.63
27,38004,RENT,8.0,MEDICAL,A,5000,0,0.13,false,10,9.63
27,65000,RENT,5.0,MEDICAL,B,8750,0,0.13,false,5,9.63
27,36000,RENT,5.0,EDUCATION,B,5000,0,0.14,false,8,9.63
27,107000,MORTGAGE,2.0,EDUCATION,A,10800,0,0.1,false,5,9.63
27,58000,RENT,2.0,EDUCATION,B,4000,0,0.07,false,9,9.67
27,62000,RENT,5.0,HOMEIMPROVEMENT,B,3000,0,0.05,false,9,9.7
27,49000,MORTGAGE,0.0,PERSONAL,B,15000,1,0.31,false,7,9.76
27,45000,MORTGAGE,9.0,MEDICAL,B,12000,0,0.27,false,6,9.76
27,38000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,5000,0,0.13,false,6,9.76
27,83604,RENT,2.0,MEDICAL,B,11000,0,0.13,false,7,9.76
27,45000,RENT,1.0,EDUCATION,B,14000,1,0.31,false,9,9.76
27,38000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,5000,0,0.13,false,5,9.76
27,82600,RENT,4.0,MEDICAL,B,10800,0,0.13,false,8,9.76
27,38000,RENT,0.0,VENTURE,B,10000,0,0.26,false,5,9.76
27,34500,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,0,0.14,false,7,9.76
27,96000,RENT,7.0,HOMEIMPROVEMENT,B,7500,0,0.08,false,10,9.83
27,35000,RENT,3.0,EDUCATION,B,10000,0,0.29,false,9,9.88
27,42000,RENT,0.0,DEBTCONSOLIDATION,B,14000,1,0.33,false,5,9.88
27,50000,MORTGAGE,3.0,VENTURE,B,15000,0,0.3,false,8,9.88
27,38400,RENT,6.0,MEDICAL,B,5000,0,0.13,false,10,9.88
27,200000,MORTGAGE,7.0,PERSONAL,B,15000,0,0.07,false,9,9.88
27,54000,RENT,5.0,VENTURE,B,3200,0,0.06,false,7,9.88
27,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,0,0.3,false,5,9.88
27,31200,RENT,3.0,PERSONAL,B,7000,0,0.22,false,9,9.88
27,35000,RENT,3.0,MEDICAL,B,10000,0,0.29,false,8,9.88
27,30000,RENT,8.0,DEBTCONSOLIDATION,B,11000,1,0.37,false,10,9.91
27,60000,MORTGAGE,,DEBTCONSOLIDATION,B,4000,0,0.07,false,7,9.91
27,85000,RENT,2.0,PERSONAL,B,12000,0,0.14,false,7,9.91
27,50000,MORTGAGE,4.0,EDUCATION,B,2100,0,0.04,false,6,9.91
27,50600,RENT,9.0,VENTURE,B,12000,0,0.24,false,7,9.91
27,32000,RENT,6.0,MEDICAL,B,8000,0,0.25,false,7,9.91
27,37000,RENT,7.0,MEDICAL,B,8400,0,0.23,false,7,9.91
27,60000,RENT,2.0,HOMEIMPROVEMENT,B,2000,0,0.03,false,9,9.91
27,35000,RENT,8.0,PERSONAL,B,12000,1,0.34,false,8,9.91
27,34800,MORTGAGE,5.0,PERSONAL,B,3000,0,0.09,false,6,9.91
27,75000,MORTGAGE,11.0,EDUCATION,B,12000,1,0.16,false,10,9.91
27,110000,RENT,5.0,MEDICAL,B,18000,0,0.16,false,5,9.91
27,48000,OWN,3.0,VENTURE,B,24000,0,0.5,false,9,9.91
27,231252,MORTGAGE,1.0,PERSONAL,B,2000,0,0.01,false,10,9.91
27,30000,RENT,8.0,PERSONAL,B,11000,1,0.37,false,6,9.91
27,231252,MORTGAGE,1.0,DEBTCONSOLIDATION,B,2000,0,0.01,false,6,9.91
27,40000,RENT,11.0,MEDICAL,B,16000,1,0.4,false,9,9.91
27,37000,RENT,1.0,EDUCATION,B,13000,1,0.35,false,10,9.91
27,110000,RENT,5.0,VENTURE,B,18000,0,0.16,false,5,9.91
27,43000,RENT,8.0,VENTURE,B,4900,0,0.11,false,5,9.91
27,37000,OWN,3.0,MEDICAL,B,5000,0,0.14,false,6,9.91
27,70000,MORTGAGE,8.0,VENTURE,B,12000,0,0.17,false,6,9.91
27,45000,RENT,2.0,PERSONAL,B,2700,0,0.06,false,6,9.91
27,100000,MORTGAGE,10.0,MEDICAL,B,12000,0,0.12,false,10,9.96
27,63360,RENT,1.0,EDUCATION,B,6500,0,0.1,false,8,9.99
27,53400,MORTGAGE,8.0,PERSONAL,B,4000,0,0.07,false,6,9.99
27,38000,MORTGAGE,3.0,VENTURE,B,4500,0,0.12,false,7,9.99
27,32000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4500,1,0.14,false,8,9.99
27,46800,MORTGAGE,5.0,EDUCATION,B,6000,0,0.13,false,6,9.99
27,46800,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,0,0.13,false,7,9.99
27,35000,RENT,3.0,MEDICAL,B,4800,0,0.14,false,8,9.99
27,72000,OWN,2.0,EDUCATION,B,12000,0,0.17,false,9,9.99
27,140000,RENT,0.0,VENTURE,B,5000,0,0.04,false,8,9.99
27,18576,RENT,4.0,MEDICAL,B,1400,0,0.08,false,6,9.99
27,290000,MORTGAGE,0.0,MEDICAL,B,7875,0,0.03,false,6,9.99
27,130000,MORTGAGE,2.0,VENTURE,B,5000,0,0.04,false,9,9.99
27,82000,RENT,,DEBTCONSOLIDATION,B,19200,0,0.23,false,8,9.99
27,50000,OWN,,PERSONAL,B,5125,0,0.1,false,10,9.99
27,67000,RENT,3.0,DEBTCONSOLIDATION,B,6000,0,0.09,false,8,9.99
27,42000,RENT,4.0,DEBTCONSOLIDATION,B,8500,0,0.2,false,8,9.99
27,27000,RENT,3.0,MEDICAL,B,6900,0,0.26,false,7,9.99
27,85248,RENT,0.0,MEDICAL,B,10000,0,0.12,false,9,9.99
27,63000,RENT,11.0,DEBTCONSOLIDATION,B,5000,0,0.08,false,5,10.0
27,30000,RENT,1.0,MEDICAL,B,16000,1,0.53,false,5,10.0
27,68120,RENT,6.0,EDUCATION,B,8000,0,0.12,false,5,10.0
27,35000,RENT,4.0,EDUCATION,B,12800,1,0.37,false,7,10.0
27,36000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,13500,0,0.38,false,7,10.0
27,37273,RENT,4.0,PERSONAL,B,8500,0,0.23,false,10,10.0
27,44400,RENT,7.0,VENTURE,B,7000,0,0.16,false,6,10.0
27,75288,MORTGAGE,12.0,MEDICAL,B,18050,0,0.24,false,7,10.0
27,89904,RENT,1.0,EDUCATION,B,10000,0,0.11,false,5,10.0
27,75288,MORTGAGE,12.0,MEDICAL,B,18050,0,0.24,false,10,10.0
27,82000,MORTGAGE,0.0,VENTURE,B,14000,0,0.17,false,7,10.0
27,14000,RENT,5.0,HOMEIMPROVEMENT,B,4750,1,0.34,false,9,10.0
27,33000,RENT,9.0,PERSONAL,B,5000,0,0.15,false,10,10.0
27,39000,RENT,1.0,MEDICAL,B,9000,0,0.23,false,8,10.08
27,62000,RENT,2.0,PERSONAL,B,9600,1,0.15,false,8,10.25
27,36000,MORTGAGE,7.0,PERSONAL,B,6000,0,0.17,false,10,10.25
27,69805,RENT,3.0,VENTURE,B,12000,0,0.17,false,9,10.25
27,24500,RENT,3.0,MEDICAL,B,10000,1,0.41,false,7,10.25
27,55000,RENT,3.0,HOMEIMPROVEMENT,B,10000,0,0.18,false,5,10.25
27,53000,RENT,7.0,EDUCATION,B,10000,0,0.19,false,5,10.25
27,34040,RENT,3.0,MEDICAL,B,5000,1,0.15,false,10,10.25
27,18000,RENT,0.0,PERSONAL,B,8000,1,0.44,false,10,10.25
27,36500,RENT,4.0,EDUCATION,B,12500,1,0.34,false,8,10.25
27,90000,MORTGAGE,6.0,MEDICAL,B,5500,0,0.06,false,9,10.25
27,26000,RENT,6.0,MEDICAL,B,4000,0,0.15,false,10,10.25
27,24960,RENT,3.0,DEBTCONSOLIDATION,B,10750,1,0.43,false,10,10.25
27,69790,RENT,6.0,EDUCATION,B,18000,0,0.26,false,6,10.25
27,81000,RENT,5.0,HOMEIMPROVEMENT,B,7500,0,0.09,false,7,10.25
27,40000,RENT,0.0,VENTURE,B,8000,0,0.2,false,10,10.25
27,26400,RENT,9.0,EDUCATION,B,10000,1,0.38,false,9,10.25
27,69790,RENT,6.0,DEBTCONSOLIDATION,B,18000,0,0.26,false,9,10.25
27,27000,RENT,11.0,EDUCATION,B,1500,0,0.06,false,5,10.36
27,70000,OWN,2.0,HOMEIMPROVEMENT,B,2250,0,0.03,false,7,10.36
27,150000,MORTGAGE,11.0,PERSONAL,B,25000,0,0.17,false,7,10.36
27,30000,RENT,2.0,VENTURE,B,11500,1,0.38,false,6,10.36
27,36000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5500,0,0.15,false,5,10.36
27,87360,MORTGAGE,,HOMEIMPROVEMENT,B,7000,0,0.08,false,6,10.36
27,93600,RENT,1.0,DEBTCONSOLIDATION,B,3000,0,0.03,false,9,10.36
27,12240,RENT,0.0,VENTURE,B,3250,1,0.27,false,9,10.36
27,85000,RENT,6.0,HOMEIMPROVEMENT,B,9000,0,0.11,false,5,10.36
27,56331,MORTGAGE,7.0,EDUCATION,B,10000,0,0.18,false,10,10.36
27,30000,RENT,6.0,VENTURE,B,11500,1,0.38,false,7,10.36
27,30000,RENT,5.0,PERSONAL,B,4975,0,0.17,false,9,10.37
27,30000,RENT,2.0,DEBTCONSOLIDATION,B,7000,0,0.23,false,7,10.37
27,51298,RENT,11.0,VENTURE,B,1000,0,0.02,false,9,10.37
27,63500,RENT,3.0,PERSONAL,B,4000,0,0.06,false,9,10.37
27,50000,RENT,5.0,HOMEIMPROVEMENT,B,12000,0,0.24,false,6,10.37
27,50000,RENT,5.0,VENTURE,B,12000,0,0.24,false,9,10.37
27,40000,RENT,8.0,PERSONAL,B,12000,0,0.3,false,9,10.37
27,52000,RENT,0.0,HOMEIMPROVEMENT,B,5100,0,0.1,false,7,10.37
27,65000,RENT,11.0,EDUCATION,B,8000,0,0.12,false,6,10.37
27,110000,MORTGAGE,0.0,MEDICAL,B,10000,0,0.09,false,9,10.37
27,50004,OWN,5.0,MEDICAL,B,10200,0,0.2,false,10,10.37
27,55600,OWN,2.0,EDUCATION,B,4200,0,0.08,false,9,10.37
27,53250,RENT,1.0,MEDICAL,B,7000,0,0.13,false,6,10.37
27,30000,RENT,5.0,PERSONAL,B,4975,0,0.17,false,10,10.37
27,40000,RENT,8.0,MEDICAL,B,12000,0,0.3,false,9,10.37
27,180000,RENT,4.0,PERSONAL,B,8000,0,0.04,false,5,10.37
27,52000,RENT,0.0,HOMEIMPROVEMENT,B,5100,0,0.1,false,9,10.37
27,61000,MORTGAGE,11.0,EDUCATION,B,1200,0,0.02,false,9,10.37
27,51298,RENT,11.0,DEBTCONSOLIDATION,B,1000,0,0.02,false,7,10.37
27,61000,MORTGAGE,11.0,MEDICAL,B,1200,0,0.02,false,5,10.37
27,86000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,4500,0,0.05,false,6,10.37
27,42000,OWN,3.0,PERSONAL,B,8500,0,0.2,false,7,10.38
27,88000,RENT,4.0,DEBTCONSOLIDATION,B,20000,0,0.23,false,7,10.38
27,43900,MORTGAGE,2.0,PERSONAL,B,14000,0,0.32,false,10,10.38
27,49536,OWN,11.0,MEDICAL,B,12000,0,0.24,false,10,10.38
27,48000,RENT,5.0,MEDICAL,B,10200,0,0.21,false,10,10.38
27,60000,OWN,2.0,VENTURE,B,10000,0,0.17,false,6,10.38
27,23004,RENT,1.0,MEDICAL,B,6250,0,0.27,false,6,10.38
27,15120,RENT,6.0,PERSONAL,B,3050,1,0.2,false,5,10.38
27,30000,RENT,6.0,MEDICAL,B,4000,0,0.13,false,9,10.39
27,30000,RENT,0.0,MEDICAL,B,14300,1,0.48,false,6,10.39
27,80000,RENT,1.0,VENTURE,B,18000,0,0.23,false,8,10.39
27,47000,RENT,11.0,MEDICAL,B,1300,0,0.03,false,8,10.46
27,60000,RENT,11.0,VENTURE,B,20000,1,0.33,false,7,10.51
27,75000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3900,0,0.05,false,8,10.51
27,84996,RENT,12.0,PERSONAL,B,10000,0,0.12,false,7,10.51
27,34000,OWN,1.0,EDUCATION,B,16750,0,0.49,false,6,10.59
27,49000,RENT,11.0,VENTURE,B,4000,0,0.08,false,5,10.59
27,78000,MORTGAGE,5.0,PERSONAL,B,6775,1,0.09,false,5,10.59
27,42504,RENT,2.0,PERSONAL,B,7200,0,0.17,false,9,10.59
27,48000,RENT,2.0,EDUCATION,C,25000,1,0.52,true,5,10.59
27,48000,RENT,2.0,PERSONAL,C,25000,1,0.52,false,7,10.59
27,51000,RENT,9.0,VENTURE,B,1600,0,0.03,false,6,10.59
27,85000,RENT,11.0,PERSONAL,B,20000,0,0.24,false,8,10.59
27,61000,RENT,7.0,PERSONAL,B,13000,1,0.21,false,8,10.59
27,102500,MORTGAGE,3.0,HOMEIMPROVEMENT,B,8000,0,0.08,false,6,10.59
27,21600,RENT,2.0,MEDICAL,B,8000,1,0.37,false,5,10.59
27,48000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,8000,0,0.17,false,9,10.59
27,97000,MORTGAGE,4.0,PERSONAL,C,8275,1,0.09,true,5,10.59
27,86875,MORTGAGE,5.0,VENTURE,B,8000,0,0.09,false,10,10.59
27,49000,MORTGAGE,11.0,MEDICAL,B,8500,0,0.17,false,6,10.59
27,26400,RENT,0.0,PERSONAL,B,8000,1,0.3,false,7,10.59
27,77200,RENT,0.0,DEBTCONSOLIDATION,B,5425,1,0.07,false,9,10.59
27,51000,RENT,9.0,PERSONAL,B,1600,0,0.03,false,8,10.59
27,42504,RENT,2.0,DEBTCONSOLIDATION,B,7200,0,0.17,false,6,10.59
27,74800,MORTGAGE,1.0,MEDICAL,B,21000,0,0.28,false,7,10.59
27,49000,RENT,11.0,MEDICAL,B,4000,0,0.08,false,8,10.59
27,49000,MORTGAGE,11.0,MEDICAL,B,8500,0,0.17,false,10,10.59
27,34000,OWN,1.0,PERSONAL,B,16750,0,0.49,false,6,10.59
27,60132,RENT,11.0,VENTURE,B,10000,0,0.17,false,6,10.62
27,105000,RENT,4.0,VENTURE,B,20000,0,0.19,false,9,10.62
27,60132,RENT,11.0,VENTURE,B,10000,0,0.17,false,10,10.62
27,48000,RENT,0.0,MEDICAL,B,10000,0,0.21,false,6,10.62
27,36000,OWN,5.0,EDUCATION,B,14400,0,0.4,false,9,10.62
27,207182,MORTGAGE,11.0,PERSONAL,B,22000,0,0.11,false,7,10.62
27,130000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,21000,0,0.16,false,7,10.62
27,66000,RENT,3.0,DEBTCONSOLIDATION,B,20000,0,0.3,false,9,10.62
27,48000,RENT,0.0,DEBTCONSOLIDATION,B,10000,0,0.21,false,7,10.62
27,51456,OWN,3.0,PERSONAL,B,8000,0,0.16,false,7,10.62
27,100000,RENT,7.0,MEDICAL,B,14000,0,0.14,false,8,10.62
27,125000,RENT,5.0,VENTURE,B,10000,0,0.08,false,6,10.62
27,50055,MORTGAGE,5.0,VENTURE,B,15000,0,0.3,false,5,10.62
27,21600,OWN,11.0,HOMEIMPROVEMENT,B,4000,0,0.19,false,9,10.62
27,207182,MORTGAGE,11.0,VENTURE,B,22000,0,0.11,false,5,10.62
27,75127,RENT,11.0,HOMEIMPROVEMENT,B,15000,0,0.2,false,6,10.64
27,104000,MORTGAGE,11.0,PERSONAL,B,10000,0,0.1,false,9,10.65
27,104000,MORTGAGE,11.0,MEDICAL,B,10000,0,0.1,false,7,10.65
27,31000,OWN,3.0,HOMEIMPROVEMENT,B,5500,0,0.18,false,7,10.65
27,108000,RENT,4.0,DEBTCONSOLIDATION,B,6000,0,0.06,false,7,10.65
27,33000,MORTGAGE,7.0,VENTURE,B,4800,0,0.15,false,10,10.65
27,24000,RENT,2.0,MEDICAL,B,2500,0,0.1,false,9,10.65
27,42000,RENT,2.0,PERSONAL,B,12000,0,0.29,false,7,10.65
27,39000,RENT,4.0,DEBTCONSOLIDATION,B,7200,1,0.18,false,5,10.65
27,15600,RENT,11.0,MEDICAL,B,2800,1,0.18,false,7,10.65
27,56000,RENT,2.0,MEDICAL,B,14000,0,0.25,false,7,10.65
27,75000,RENT,11.0,PERSONAL,B,30000,1,0.4,false,5,10.65
27,43680,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7000,0,0.16,false,10,10.65
27,120000,MORTGAGE,11.0,EDUCATION,B,20000,0,0.17,false,8,10.65
27,38400,RENT,6.0,MEDICAL,B,2400,0,0.06,false,6,10.65
27,44000,RENT,5.0,EDUCATION,B,13650,1,0.31,false,5,10.65
27,34000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,8875,1,0.26,false,9,10.65
27,76000,MORTGAGE,7.0,EDUCATION,B,6400,0,0.08,false,7,10.65
27,56000,RENT,2.0,PERSONAL,B,14000,0,0.25,false,10,10.65
27,31850,MORTGAGE,8.0,VENTURE,B,14125,0,0.44,false,8,10.65
27,15600,RENT,11.0,HOMEIMPROVEMENT,B,2800,1,0.18,false,5,10.65
27,18000,RENT,2.0,MEDICAL,B,2400,0,0.13,false,6,10.65
27,70000,RENT,0.0,MEDICAL,B,12000,0,0.17,false,8,10.65
27,70000,RENT,11.0,VENTURE,B,10000,0,0.14,false,5,10.65
27,20000,RENT,2.0,MEDICAL,B,4000,0,0.2,false,8,10.65
27,44000,RENT,5.0,EDUCATION,B,13650,1,0.31,false,7,10.65
27,45000,MORTGAGE,4.0,EDUCATION,B,10000,0,0.22,false,8,10.65
27,45000,RENT,1.0,EDUCATION,B,6000,0,0.13,false,8,10.65
27,70000,RENT,11.0,MEDICAL,B,10000,0,0.14,false,10,10.65
27,89000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,0,0.11,false,7,10.65
